CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,EstimatedSalary,Approved
540,Amritsar,Male,25,2,116160.23,1,1,13411.67,0
635,Delhi,Female,50,7,98683.47,2,1,15733.19,0
657,Amritsar,Male,40,2,118829.03,2,1,73127.61,0
814,Amritsar,Male,34,3,118870.92,1,1,101704.19,0
600,Amritsar,Male,48,10,0,1,1,101986.16,0
682,Amritsar,Female,20,9,0,1,1,114442.66,0
682,Amritsar,Male,44,8,107192.38,1,1,15669.17,0
566,Amritsar,Male,24,5,108010.78,1,1,157486.1,0
550,Delhi,Male,50,10,0,2,0,131281.28,0
630,Amritsar,Male,54,3,129837.72,2,0,197001.15,0
546,Mumbai,Female,37,1,106458.31,4,1,128881.87,1
486,Amritsar,Male,26,1,97009.15,1,1,85101,0
762,Delhi,Male,28,10,122929.42,2,0,149822.04,0
692,Mumbai,Male,29,7,152296.83,4,0,108040.86,1
498,Amritsar,Female,60,3,0,2,0,135795.53,0
850,Delhi,Male,50,3,0,1,0,25867.67,1
603,Amritsar,Male,55,5,128993.76,2,1,130483.56,0
551,Amritsar,Female,56,2,0,1,1,183479.12,0
627,Mumbai,Male,26,4,185267.45,2,1,77027.34,0
515,Amritsar,Female,53,3,0,2,0,94141.75,0
605,Delhi,Female,52,5,116805.82,1,0,4092.75,0
567,Mumbai,Male,37,2,129750.68,1,1,109257.59,0
568,Mumbai,Female,31,2,129177.01,2,0,104617.99,0
571,Mumbai,Male,20,9,82506.72,2,1,167705.07,0
634,Mumbai,Male,55,6,107247.69,1,1,103712.05,1
768,Delhi,Female,56,5,0,1,0,161242.99,1
554,Mumbai,Female,51,2,157780.93,2,1,6089.13,0
629,Amritsar,Male,51,7,172170.36,1,1,159777.37,0
638,Delhi,Male,40,4,0,2,1,7919.08,0
576,Amritsar,Male,21,3,0,1,1,188274.6,0
661,Delhi,Female,24,7,75361.44,1,1,27608.12,1
592,Amritsar,Female,55,5,0,2,1,183569.25,0
702,Delhi,Male,57,6,0,2,1,145537.32,0
647,Amritsar,Female,60,1,98263.46,2,1,164717.95,0
593,Amritsar,Male,58,1,0,2,1,76357.43,0
712,Mumbai,Female,52,4,109308.79,2,1,120158.72,1
625,Delhi,Female,36,8,0,2,1,151843.54,0
538,Mumbai,Female,24,7,164365.44,1,0,5698.97,0
637,Delhi,Female,34,9,98800,1,1,122865.55,0
632,Amritsar,Male,20,1,193125.85,1,1,152665.85,0
736,Amritsar,Male,45,8,51522.75,1,0,192131.77,0
755,Amritsar,Male,24,5,84284.48,2,1,62851.6,0
425,Delhi,Female,26,8,0,2,1,140941.47,0
461,Amritsar,Male,57,4,119889.84,1,0,56767.67,1
745,Amritsar,Male,57,9,137910.45,1,1,177235.23,0
616,Amritsar,Female,30,5,0,2,1,86242.18,0
587,Amritsar,Male,46,1,100116.82,1,1,34215.58,0
850,Mumbai,Male,27,7,166082.15,2,0,44406.17,0
601,Amritsar,Female,47,7,0,2,1,165196.65,0
730,Delhi,Male,35,10,0,1,1,34542.41,0
532,Amritsar,Male,20,10,148595.55,1,1,74838.64,1
850,Mumbai,Male,55,3,94078.97,2,1,36980.54,0
779,Delhi,Female,30,10,0,2,0,111676.63,0
562,Amritsar,Male,22,8,0,1,1,25858.68,0
670,Mumbai,Male,27,8,164948.98,3,0,177028,1
729,Amritsar,Female,51,8,140549.4,1,1,30990.16,1
767,Amritsar,Female,27,2,152509.25,1,1,136915.15,0
742,Amritsar,Female,27,10,191864.51,1,1,108457.99,1
669,Amritsar,Female,54,10,96418.09,1,0,131609.48,1
542,Delhi,Male,40,3,131945.94,1,0,159737.56,0
586,Amritsar,Male,43,9,0,2,1,142238.54,0
612,Mumbai,Male,52,3,142910.15,1,1,105890.55,1
740,Amritsar,Female,46,5,0,2,1,194270.91,0
584,Amritsar,Male,31,1,146311.58,1,1,105443.47,0
524,Amritsar,Male,30,2,87894.26,1,1,173899.42,1
614,Amritsar,Female,20,1,97445.49,2,1,122823.34,0
598,Amritsar,Female,57,7,0,1,0,13181.37,1
799,Delhi,Male,40,5,0,2,0,140780.8,0
724,Amritsar,Male,58,7,154485.74,2,0,78560.64,0
601,Amritsar,Male,57,3,115625.07,1,1,185855.21,0
804,Amritsar,Male,20,4,108396.67,1,1,128276.95,0
745,Mumbai,Male,35,2,65095.41,2,1,140197.42,0
667,Mumbai,Male,49,3,103018.45,1,1,32462.39,1
518,Amritsar,Female,30,9,84764.79,1,1,162253.9,0
819,Amritsar,Female,42,10,0,2,1,30498.7,0
520,Delhi,Female,21,5,115680.81,1,1,90280.7,0
625,Amritsar,Female,37,7,0,2,1,32615.21,0
673,Mumbai,Male,56,5,73088.06,2,0,196142.26,0
656,Mumbai,Female,30,8,150905.03,2,1,16998.72,0
850,Delhi,Female,59,4,143054.85,1,0,62980.96,0
574,Delhi,Female,39,6,0,2,0,185660.3,0
679,Amritsar,Male,42,8,0,2,1,77331.77,0
530,Mumbai,Female,36,8,99948.45,1,0,97338.62,0
508,Amritsar,Male,60,3,115451.05,2,0,67234.33,0
558,Mumbai,Male,53,4,108235.91,1,1,143783.28,0
414,Amritsar,Male,44,8,0,1,0,77661.12,1
648,Delhi,Male,21,1,98795.61,2,1,89123.99,0
721,Amritsar,Female,51,2,0,2,1,70810.8,0
751,Amritsar,Male,51,6,0,2,0,17550.49,0
662,Amritsar,Male,42,6,0,2,0,21497.27,0
628,Mumbai,Male,26,1,113146.98,2,0,124749.08,0
597,Mumbai,Female,21,1,162532.14,3,1,36051.46,1
698,Delhi,Female,30,2,92053.44,1,1,143681.83,0
723,Amritsar,Male,31,3,0,2,1,150694.58,0
586,Amritsar,Female,53,10,0,3,1,170487.4,1
633,Mumbai,Female,47,3,104944.1,1,1,97684.46,0
564,Amritsar,Male,43,9,0,2,1,53520.03,0
649,Amritsar,Female,43,5,0,2,1,15200.61,0
622,Amritsar,Female,50,8,107879.04,1,0,196894.62,0
459,Mumbai,Male,20,4,110356.42,1,1,4969.13,1
718,Amritsar,Male,23,9,0,2,0,26229.24,0
655,Delhi,Female,55,4,109783.69,2,1,134034.32,0
696,Amritsar,Male,35,4,149777,1,1,198032.93,0
637,Amritsar,Female,25,6,104339.56,1,0,119882.86,0
630,Delhi,Female,20,2,85818.18,1,1,133102.3,0
592,Amritsar,Male,45,3,212692.97,1,0,176395.02,0
634,Mumbai,Male,46,1,89696.84,2,1,193179.88,0
608,Amritsar,Female,22,3,0,2,1,125062.02,0
565,Mumbai,Female,25,10,68067.24,1,1,143287.58,0
763,Delhi,Male,34,10,148564.66,1,0,87236.4,0
665,Amritsar,Female,31,1,136354.16,1,1,93769.89,0
649,Amritsar,Male,38,4,122214,1,0,88965.46,0
695,Amritsar,Male,35,8,0,2,1,30793.61,0
775,Mumbai,Male,49,4,119684.88,2,1,74532.02,0
788,Amritsar,Female,55,1,135139.33,1,0,113086.08,0
569,Mumbai,Female,54,2,146100.75,1,1,32574.01,1
726,Delhi,Female,33,5,123110.9,3,0,130113.78,1
564,Mumbai,Female,29,9,111760.4,3,1,104722.47,1
544,Amritsar,Female,54,3,110728.39,1,1,14559.62,0
614,Amritsar,Female,24,9,121558.46,1,1,598.8,0
453,Mumbai,Female,56,4,120623.21,1,1,129697.99,0
471,Amritsar,Female,44,4,114713.57,1,1,36315.03,0
829,Mumbai,Female,54,5,103457.76,1,0,1114.12,0
754,Mumbai,Male,44,7,101134.87,2,1,70954.41,0
749,Mumbai,Male,27,4,78136.36,2,1,73470.98,0
667,Amritsar,Male,59,8,0,2,1,91573.19,0
670,Delhi,Male,58,5,133446.34,1,0,3154.95,0
670,Amritsar,Female,46,3,0,2,1,88187.81,0
623,Mumbai,Female,36,5,108076.33,1,1,118855.26,1
571,Amritsar,Male,45,7,131354.25,1,1,125256.53,0
641,Mumbai,Female,55,8,62974.64,2,0,39016.43,0
551,Mumbai,Female,40,2,143340.44,1,1,145796.49,0
741,Mumbai,Male,26,8,116993.43,2,1,168816.22,0
472,Amritsar,Male,41,5,58662.92,2,0,73322,0
650,Delhi,Male,29,7,128808.65,3,0,113677.53,1
625,Amritsar,Male,21,5,137555.44,1,0,124607.7,0
650,Mumbai,Male,27,1,142393.11,1,1,11276.48,0
535,Amritsar,Female,29,2,0,2,1,136620.64,0
649,Amritsar,Female,52,1,125785.23,1,1,70523.92,0
689,Amritsar,Male,51,4,136444.25,1,1,51980.25,1
694,Delhi,Male,33,5,121527.4,1,1,113481.02,0
655,Mumbai,Male,50,10,144696.75,1,1,49025.79,0
620,Amritsar,Male,26,9,0,2,1,145937.99,0
577,Amritsar,Female,34,10,0,2,1,25161.61,0
401,Mumbai,Male,28,3,128140.17,1,1,175753.55,1
599,Amritsar,Male,32,10,120383.41,1,1,24903.09,0
481,Amritsar,Female,52,5,0,3,1,169719.35,1
704,Amritsar,Male,54,3,129735.3,2,1,179565.57,0
698,Delhi,Female,32,7,185078.26,1,0,115337.74,1
480,Amritsar,Female,23,4,0,2,0,48131.92,0
682,Amritsar,Male,27,6,0,1,1,160828.98,0
700,Delhi,Male,24,5,0,2,0,145151.96,0
492,Amritsar,Male,37,9,144591.96,1,1,196293.76,0
444,Amritsar,Female,37,8,0,2,1,161653.5,1
624,Amritsar,Male,57,5,0,2,0,84635.64,0
709,Amritsar,Male,42,1,0,1,1,159486.76,0
557,Mumbai,Male,35,7,100194.44,1,1,38596.34,0
646,Mumbai,Male,26,10,145295.31,2,1,27814.74,0
719,Mumbai,Male,42,2,106070.29,2,1,183893.31,0
706,Mumbai,Female,58,2,120621.89,1,1,140803.7,0
660,Amritsar,Male,59,5,0,2,0,146585.53,0
667,Amritsar,Male,28,9,0,2,1,40062.29,0
705,Amritsar,Male,47,1,0,1,1,181300.32,0
598,Mumbai,Female,59,7,171283.91,1,1,84136.12,0
669,Amritsar,Male,52,6,0,2,1,197594.34,0
580,Mumbai,Female,30,10,128218.47,1,1,125953.83,1
676,Amritsar,Female,24,4,0,2,1,75465.41,0
714,Mumbai,Male,31,5,77776.39,1,1,177737.07,0
597,Mumbai,Female,25,3,124978.19,2,1,7144.46,0
559,Amritsar,Male,25,8,0,2,0,155639.76,0
564,Amritsar,Female,24,4,0,1,1,162428.05,0
850,Delhi,Male,32,5,109799.55,2,1,12457.76,1
689,Amritsar,Male,31,10,0,2,0,14917.09,0
758,Mumbai,Female,32,6,125397.21,1,1,182184.09,1
604,Delhi,Female,56,3,0,2,1,129984.2,0
733,Mumbai,Male,60,9,111347.37,2,0,194872.97,0
778,Delhi,Male,29,10,104291.41,2,1,117507.11,0
732,Mumbai,Female,59,7,94867.18,2,1,157527.6,1
646,Amritsar,Male,45,2,0,2,0,92612.88,0
597,Amritsar,Female,38,9,135703.59,2,0,74850.84,0
821,Mumbai,Female,22,10,106453.53,2,0,127413,0
640,Amritsar,Male,49,10,132412.38,1,0,69584.3,1
511,Mumbai,Female,22,8,124401.6,1,1,198814.24,1
805,Amritsar,Male,20,1,118022.06,3,1,162643.15,1
540,Mumbai,Male,43,5,82531.11,1,1,114092.52,0
705,Delhi,Male,58,3,184552.12,1,1,68860.3,1
540,Mumbai,Male,50,4,127278.31,1,1,16150.34,0
532,Delhi,Female,37,6,0,1,1,115227.02,0
535,Amritsar,Female,47,9,0,2,0,170621.55,0
627,Mumbai,Male,55,7,184244.86,1,1,103099.22,0
646,Amritsar,Male,23,10,59669.43,1,0,172495.81,1
515,Amritsar,Female,52,9,79543.59,1,0,38772.82,0
697,Amritsar,Female,50,9,151553.19,1,1,44946.29,0
652,Mumbai,Male,22,8,166527.88,2,0,146007.7,0
579,Mumbai,Male,56,10,150329.15,1,1,145558.42,0
760,Amritsar,Male,30,7,121911.59,1,1,193312.33,0
769,Amritsar,Male,48,6,156773.78,2,1,40257.79,0
498,Delhi,Male,47,7,127864.26,1,1,46677.9,0
774,Amritsar,Male,21,6,113709.28,1,1,153887.93,1
705,Mumbai,Female,49,2,79974.55,1,1,103108.33,0
648,Amritsar,Female,28,6,0,2,1,58652.23,0
688,Amritsar,Female,41,8,0,1,1,91624.11,1
592,Delhi,Male,43,4,0,1,1,65986.48,1
705,Amritsar,Male,53,3,144427.96,2,1,113845.19,0
654,Amritsar,Male,52,10,99263.09,1,1,67607.9,0
624,Amritsar,Female,44,9,79368.87,2,1,145471.94,0
594,Amritsar,Female,36,2,0,2,1,124071.71,0
695,Delhi,Female,60,7,0,2,1,67502.12,0
597,Amritsar,Male,33,2,0,3,1,78707.97,0
758,Amritsar,Female,20,7,125095.94,1,1,171189.83,1
737,Mumbai,Female,47,7,162485.8,2,1,149381.32,0
694,Mumbai,Male,24,6,95668.82,2,1,100335.55,0
683,Amritsar,Male,43,2,0,2,1,152698.24,0
538,Delhi,Female,48,8,0,2,1,41192.95,0
669,Amritsar,Male,57,9,0,1,1,132540.33,0
730,Amritsar,Female,29,8,74197.38,2,1,96875.52,0
622,Amritsar,Female,27,2,89688.94,1,1,152305.47,0
714,Delhi,Female,24,1,103121.33,2,1,49672.01,0
569,Delhi,Female,40,5,0,1,1,133997.53,0
668,Mumbai,Female,45,7,120170.07,1,0,50454.8,0
628,Amritsar,Male,32,5,149136.31,2,1,16402.11,0
600,Amritsar,Male,28,5,141136.79,1,1,67803.83,0
693,Amritsar,Female,60,9,152341.55,1,1,9241.78,0
704,Amritsar,Male,38,5,120026.98,2,0,100601.73,0
527,Delhi,Male,54,9,132168.28,1,0,98734.15,0
553,Mumbai,Male,59,3,85200.82,2,1,160574.09,0
575,Delhi,Male,57,7,84903.33,2,0,26015.8,0
626,Amritsar,Female,46,10,0,2,0,187172.54,0
582,Amritsar,Male,25,8,0,1,1,55763.66,0
683,Delhi,Male,28,9,0,1,1,75848.22,0
850,Amritsar,Male,42,9,121535.18,1,0,40313.47,0
653,Delhi,Male,50,3,116662.96,2,1,23864.21,0
679,Amritsar,Male,22,5,0,2,1,51380.9,0
549,Mumbai,Female,34,9,124829.16,1,0,93551.36,0
850,Delhi,Female,38,8,155180.56,2,0,169415.54,0
558,Mumbai,Female,22,7,108262.87,1,1,6935.31,0
528,Delhi,Male,36,5,0,2,1,25399.7,0
801,Amritsar,Male,25,5,0,2,1,66256.27,0
513,Delhi,Male,42,1,0,1,1,114709.13,1
666,Mumbai,Male,32,8,99812.88,2,1,158357.97,0
606,Amritsar,Male,48,7,132164.26,1,0,164815.59,0
599,Mumbai,Male,29,5,103583.05,1,1,132127.69,1
544,Mumbai,Male,28,1,142406.43,2,1,146637.45,0
529,Delhi,Male,26,10,99842.5,2,1,90256.06,1
850,Amritsar,Female,26,10,0,2,1,34827.43,0
497,Amritsar,Male,20,5,0,1,0,22074.48,0
764,Amritsar,Female,30,5,81042.42,1,0,109805.17,0
603,Amritsar,Female,55,3,0,1,1,100478.6,1
609,Amritsar,Male,22,3,0,2,1,97416.34,0
487,Amritsar,Male,52,9,199689.49,1,1,24207.86,1
748,Amritsar,Male,46,3,142645.43,1,0,69132.66,0
710,Delhi,Female,55,3,0,2,1,9376.89,0
432,Mumbai,Female,30,7,110219.14,1,1,43046.7,1
534,Delhi,Male,33,7,0,2,0,20856.31,0
607,Amritsar,Male,30,10,0,2,0,187048.72,0
551,Delhi,Male,60,1,0,2,1,53420.53,0
674,Amritsar,Male,26,1,142072.02,1,1,37013.29,0
525,Amritsar,Female,52,4,0,2,1,89566.64,0
645,Mumbai,Male,41,10,149564.61,1,0,149913.84,0
755,Amritsar,Female,47,9,0,2,1,18066.69,0
708,Mumbai,Male,40,3,153366.13,1,1,26912.34,0
715,Amritsar,Male,20,10,76467.16,1,1,173511.72,0
727,Amritsar,Female,60,2,121508.28,1,1,146785.44,0
559,Delhi,Female,23,8,0,1,0,1050.33,0
545,Delhi,Male,27,3,73211.12,2,1,89587.34,1
524,Amritsar,Male,36,9,0,2,1,74405.34,0
707,Amritsar,Female,28,6,0,2,0,54409.48,0
671,Delhi,Male,48,1,92674.94,2,1,3647.57,0
439,Delhi,Male,27,1,96196.24,4,1,198874.52,1
667,Mumbai,Female,54,1,114391.62,1,1,53412.54,0
831,Mumbai,Male,38,10,80262.66,1,1,194867.78,0
545,Delhi,Female,42,1,173331.52,1,1,150452.88,0
604,Delhi,Female,24,9,147285.52,1,1,57807.05,0
657,Delhi,Male,37,8,119785.47,2,1,107534.32,0
487,Delhi,Female,32,7,140137.15,1,1,194073.33,0
750,Mumbai,Female,41,9,107467.56,1,1,126233.18,1
694,Mumbai,Female,55,4,98218.04,2,1,182354.46,1
711,Mumbai,Female,49,9,133607.75,1,1,120586.32,0
551,Amritsar,Male,28,3,0,2,1,50578.4,0
559,Amritsar,Female,36,4,95139.41,1,1,86575.46,0
620,Amritsar,Female,37,10,0,2,0,153392.28,0
660,Delhi,Male,60,8,0,2,1,115509.59,0
449,Amritsar,Female,35,9,0,2,1,82176.48,0
703,Mumbai,Female,22,8,97331.19,1,1,63717.49,0
795,Mumbai,Male,34,10,139265.63,2,1,198745.94,0
594,Amritsar,Female,44,2,0,1,0,5719.11,0
586,Delhi,Male,47,8,168094.01,1,0,20058.61,0
613,Mumbai,Female,46,1,131563.88,2,1,170638.98,0
601,Amritsar,Male,37,6,0,2,1,30607.11,0
657,Amritsar,Male,44,9,0,2,0,37171.46,0
531,Amritsar,Male,21,6,0,1,1,42589.33,0
621,Mumbai,Male,44,3,107363.29,1,1,66799.28,0
782,Amritsar,Female,32,10,94493.03,1,0,101866.39,0
528,Mumbai,Female,59,5,170214.23,2,1,49284,0
696,Amritsar,Male,29,2,139781.06,1,1,27445.4,1
586,Amritsar,Female,29,8,0,2,1,70760.69,0
626,Delhi,Female,53,3,148610.41,3,0,104502.02,1
498,Amritsar,Male,38,4,170241.7,2,1,165407.96,0
691,Amritsar,Female,52,8,128306.83,1,1,113580.79,0
568,Amritsar,Female,57,7,0,2,1,45978.39,0
715,Amritsar,Female,53,6,0,1,1,152012.36,0
680,Mumbai,Male,20,6,175454,1,0,77349.92,0
802,Delhi,Male,32,4,0,2,1,47322.05,0
539,Amritsar,Female,40,5,100885.93,2,1,38772.65,0
494,Amritsar,Male,29,4,93320.8,1,1,24489.44,0
594,Mumbai,Male,57,7,63176.44,2,1,14466.08,0
596,Amritsar,Male,50,9,139451.67,1,0,63142.12,0
649,Amritsar,Female,31,2,49113.75,1,1,41858.43,0
699,Mumbai,Male,56,6,123906.22,3,1,127443.82,1
787,Amritsar,Female,53,6,0,2,1,84151.98,0
604,Amritsar,Male,58,10,0,2,0,58595.64,0
489,Mumbai,Female,42,10,131441.51,1,1,37240.11,1
651,Amritsar,Male,51,1,0,1,1,114522.68,1
698,Amritsar,Male,34,2,136325.48,2,1,72549.27,1
578,Mumbai,Female,50,8,113150.44,2,1,176712.59,1
538,Delhi,Female,54,4,0,1,0,152855.96,0
696,Amritsar,Female,28,3,0,2,1,73371.65,0
507,Mumbai,Female,23,9,102785.16,1,1,70323.68,0
685,Delhi,Male,49,1,83264.28,1,0,9663.28,0
705,Mumbai,Male,50,4,72252.64,2,1,142514.66,0
499,Mumbai,Female,36,1,148051.52,1,1,118623.94,0
717,Amritsar,Female,51,3,138489.66,1,1,68400.14,0
510,Amritsar,Male,51,4,0,2,1,115291.86,0
632,Amritsar,Male,33,1,111589.33,1,1,170382.99,0
668,Mumbai,Female,38,9,122104.79,1,1,112946.67,1
744,Mumbai,Male,34,8,96106.83,1,1,79812.77,0
663,Mumbai,Male,40,1,115930.87,1,1,19862.78,0
638,Mumbai,Female,35,8,124513.66,2,1,158610.89,0
688,Amritsar,Female,35,5,0,1,1,191212.63,1
588,Delhi,Male,37,10,0,1,1,61931.21,0
631,Amritsar,Male,21,6,0,1,1,58043.02,1
687,Delhi,Male,30,4,100988.39,2,1,22247.27,0
599,Amritsar,Male,30,1,118577.24,1,1,31448.52,0
718,Delhi,Male,54,7,0,2,1,146875.86,0
730,Amritsar,Male,30,10,0,2,1,116081.93,0
533,Amritsar,Female,28,2,0,1,0,73669.94,1
711,Delhi,Female,40,7,0,2,1,93959.96,0
555,Delhi,Female,25,8,0,2,0,158918.03,0
850,Amritsar,Female,39,1,113311.11,1,1,198193.75,0
678,Amritsar,Female,32,3,0,1,0,13160.03,0
576,Amritsar,Male,21,9,0,2,1,4660.91,0
835,Mumbai,Male,53,7,124365.42,1,0,180197.74,1
592,Amritsar,Male,60,3,147249.29,2,1,63023.02,0
774,Amritsar,Male,27,10,103688.19,1,0,118971.74,0
620,Amritsar,Female,35,5,138740.24,2,0,154700.61,0
519,Delhi,Male,24,9,111900.14,1,1,97577.17,0
734,Delhi,Female,39,1,152760.24,1,1,48990.5,0
763,Mumbai,Male,50,3,143966.3,2,1,140262.96,1
733,Amritsar,Male,47,5,141556.96,1,1,130189.53,0
650,Amritsar,Female,39,6,0,2,1,16301.91,0
538,Amritsar,Female,46,4,0,2,1,126962.41,0
577,Amritsar,Female,35,1,0,1,1,158750.53,0
792,Amritsar,Male,51,4,0,2,1,199644.2,0
686,Amritsar,Female,57,5,0,1,1,144272.71,1
589,Amritsar,Male,43,6,0,2,0,98320.27,0
530,Amritsar,Male,60,7,162560.32,1,1,64129.03,0
778,Mumbai,Female,32,7,123229.46,1,1,181221.09,0
616,Delhi,Male,26,9,76665.71,2,1,163809.08,0
550,Amritsar,Male,59,8,140278.99,3,1,171457.06,1
655,Amritsar,Female,30,6,0,2,0,15801.02,0
721,Amritsar,Male,43,3,115764.32,2,0,102950.79,0
499,Mumbai,Male,39,6,131142.53,2,1,174918.46,0
511,Amritsar,Male,59,2,68375.27,1,1,193160.25,1
579,Mumbai,Female,21,3,117833.3,3,0,5831,1
696,Delhi,Female,27,4,0,2,1,82298.59,0
681,Amritsar,Male,40,3,0,2,0,130686.59,0
815,Amritsar,Male,22,9,0,1,0,52885.23,1
681,Delhi,Male,30,2,111093.01,1,1,68985.99,0
641,Delhi,Male,51,9,132657.55,1,1,35367.19,0
591,Amritsar,Female,36,2,128882.49,1,1,196241.94,1
565,Mumbai,Male,32,10,69129.59,1,1,170705.53,0
487,Amritsar,Male,43,6,0,2,1,126477.41,0
729,Amritsar,Male,59,5,121404.64,1,1,159618.17,0
505,Delhi,Female,26,8,131355.3,3,1,195395.33,1
580,Amritsar,Female,45,3,102097.33,1,0,168285.85,0
642,Amritsar,Male,59,4,154863.15,1,1,138052.51,0
850,Delhi,Female,23,7,99945.93,2,1,71179.31,0
616,Mumbai,Male,47,10,121704.32,2,1,55556.3,0
526,Delhi,Female,59,3,0,2,1,31705.19,0
523,Mumbai,Male,53,4,138782.76,1,1,186118.93,0
663,Amritsar,Male,45,8,0,2,1,195580.28,0
840,Amritsar,Male,50,10,136291.71,1,1,54113.38,0
570,Mumbai,Male,43,5,107856.57,2,1,127528.84,0
676,Mumbai,Female,55,1,108348.66,1,0,60231.74,1
689,Amritsar,Male,51,9,93871.95,3,1,156878.42,1
703,Delhi,Female,27,1,0,1,1,182784.11,1
491,Mumbai,Male,39,4,125860.2,1,0,129690.5,0
584,Amritsar,Male,24,4,172713.44,1,1,113860.81,0
810,Amritsar,Female,42,9,0,2,0,184524.74,0
745,Delhi,Female,44,3,0,1,1,36124.98,0
625,Amritsar,Female,52,8,130786.92,1,0,121316.07,0
535,Amritsar,Female,49,8,112367.34,1,1,185630.76,0
729,Delhi,Female,26,8,91091.06,2,1,71133.12,0
655,Amritsar,Female,21,9,106198.5,1,0,32020.42,0
751,Amritsar,Male,30,1,142669.93,2,1,162760.96,0
525,Amritsar,Male,37,7,112833.35,1,0,175178.56,0
532,Amritsar,Female,51,3,0,2,0,177099.71,0
696,Delhi,Female,48,2,0,2,1,66406.37,0
786,Mumbai,Female,26,2,104336.43,2,0,59559.81,0
580,Amritsar,Male,41,2,104305.74,1,0,175750.21,0
596,Mumbai,Male,59,10,140187.1,2,1,174311.3,0
683,Amritsar,Male,52,4,0,2,1,171716.81,0
747,Amritsar,Female,48,4,114959.12,1,1,189362.39,1
602,Amritsar,Male,45,1,164704.38,1,0,180716.1,1
779,Amritsar,Male,33,6,119096.55,1,0,116977.89,0
551,Amritsar,Male,51,5,0,2,1,185105.44,0
666,Amritsar,Male,24,4,0,1,1,35046.97,1
526,Delhi,Male,27,3,0,1,1,36251,0
849,Amritsar,Female,43,8,115465.28,1,1,103174.5,0
471,Amritsar,Female,25,3,0,2,1,122642.09,0
628,Delhi,Male,49,4,184926.61,1,1,122937.57,0
674,Mumbai,Male,56,8,85957.88,2,1,8757.39,0
797,Amritsar,Male,51,9,114084.6,1,0,125782.29,0
590,Delhi,Female,31,4,166930.76,2,1,122487.73,0
588,Amritsar,Female,38,5,0,1,1,20066.38,0
577,Amritsar,Male,32,5,0,2,1,55473.15,0
571,Amritsar,Female,38,7,107193.82,2,0,38962.94,0
680,Amritsar,Male,31,5,116275.12,1,1,63795.8,0
648,Delhi,Female,47,3,0,2,1,163060.43,0
618,Amritsar,Male,30,6,91068.56,1,1,26578.69,0
648,Mumbai,Male,54,2,123049.21,1,0,5066.76,0
759,Amritsar,Female,32,10,0,2,1,140497.67,0
585,Amritsar,Male,24,8,0,2,0,146156.98,0
774,Amritsar,Female,42,9,137781.65,1,0,199316.19,0
697,Mumbai,Female,50,10,108128.96,2,1,103944.37,0
605,Delhi,Male,58,5,105317.73,2,1,138021.36,0
676,Amritsar,Male,29,6,80569.73,1,0,68621.98,0
678,Amritsar,Female,44,1,174852.89,1,1,28149.06,0
495,Delhi,Female,40,10,89158.94,3,1,135169.76,1
787,Amritsar,Female,56,9,0,2,1,116537.96,0
770,Amritsar,Male,27,1,89800.14,1,1,105922.69,0
817,Mumbai,Male,31,6,101207.75,1,0,88211.12,1
659,Amritsar,Male,46,8,106086.42,2,1,26900.63,0
693,Amritsar,Male,46,8,0,2,1,3494.02,0
744,Amritsar,Male,38,9,0,2,1,113163.17,0
829,Delhi,Female,54,10,101440.36,2,1,19324.5,0
716,Amritsar,Male,37,7,0,2,1,189678.7,0
671,Amritsar,Male,36,7,106603.74,2,1,26387.71,0
835,Mumbai,Female,52,8,130420.2,2,0,106276.55,0
636,Amritsar,Female,45,5,0,1,1,45015.38,0
649,Delhi,Male,58,6,45022.23,1,1,173495.77,0
621,Mumbai,Male,21,5,74298.43,1,1,52581.96,0
658,Mumbai,Female,44,6,133003.03,1,0,146339.27,1
784,Delhi,Male,26,3,0,2,1,182609.97,0
783,Delhi,Female,48,8,136689.66,1,1,197890.65,0
615,Amritsar,Male,50,8,0,2,1,6225.63,0
791,Amritsar,Female,56,7,0,2,1,123977.86,1
762,Amritsar,Male,49,2,102520.37,1,1,170195.4,0
607,Amritsar,Male,42,3,0,2,1,114190.3,0
601,Amritsar,Female,52,1,0,2,1,27022.57,0
540,Delhi,Male,44,7,88382.01,1,0,59457,0
812,Amritsar,Male,21,4,115049.15,2,1,165038.41,0
685,Amritsar,Male,58,10,104796.54,1,1,154181.41,0
680,Amritsar,Male,36,3,123082.08,1,1,134960.98,0
680,Delhi,Female,55,8,0,2,1,65708.5,0
631,Amritsar,Female,27,1,0,2,0,117374.22,0
569,Amritsar,Female,39,8,0,2,1,77703.19,0
584,Mumbai,Male,41,9,88311.48,2,1,177651.38,0
582,Amritsar,Female,25,5,0,3,1,60954.45,0
609,Amritsar,Male,24,1,71872.19,1,1,151924.9,0
506,Delhi,Male,43,1,110046.93,2,1,26318.73,0
503,Amritsar,Male,28,10,104430.08,1,1,147557.71,0
503,Amritsar,Female,42,7,0,2,1,125918.17,0
806,Mumbai,Male,40,7,138653.51,1,1,190803.37,0
653,Amritsar,Female,55,8,102575.04,1,1,11043.54,0
666,Amritsar,Male,22,2,137780.74,2,1,119100.05,1
674,Delhi,Male,54,6,0,2,1,140579.17,0
798,Amritsar,Male,27,10,0,2,0,37731.95,0
740,Amritsar,Female,52,5,105209.54,1,1,1852.58,0
